log_code,user_code,event_timestamp,ip_address,resource,action,status,location,device_type,session_id,failure_reason
L00000218,U00212,2026-07-31T05:23:44.352023+00:00,10.10.13.199,Reports,READ,success,Pune,desktop,S520732,
L00000219,U00411,2026-09-05T21:19:22.352033+00:00,10.10.18.14,Transactions,READ,success,Bangalore,desktop,S162174,
L00000220,U00303,2026-08-30T03:34:08.352041+00:00,10.10.14.155,Documents,VIEW,success,Mumbai,laptop,S906143,
L00000221,U00987,2026-07-16T13:01:13.352049+00:00,10.10.6.7,Profile,DOWNLOAD,success,Bangalore,laptop,S191006,
L00000222,U00645,2026-08-22T11:10:08.352056+00:00,10.10.13.59,Profile,VIEW,success,Chennai,mobile,S102313,
L00000223,U00880,2026-07-21T21:59:20.352064+00:00,10.10.16.78,Documents,VIEW,success,Chennai,laptop,S307690,
L00000224,U00051,2026-07-18T16:14:32.352071+00:00,10.10.19.205,Transactions,VIEW,success,Delhi,mobile,S967102,
L00000225,U00381,2026-07-06T17:12:33.352079+00:00,10.10.5.185,Dashboard,READ,success,Ahmedabad,desktop,S531626,
L00000226,U00793,2026-08-07T21:20:58.352089+00:00,10.10.13.146,Documents,VIEW,success,Mumbai,tablet,S659567,
L00000227,U00488,2026-07-28T05:29:23.352096+00:00,10.10.20.81,Transactions,DOWNLOAD,success,Delhi,mobile,S290849,
L00000228,U00469,2026-06-20T22:30:32.352111+00:00,10.10.10.15,Documents,VIEW,success,Hyderabad,laptop,S855826,
L00000229,U00933,2026-08-31T11:18:29.352119+00:00,10.10.7.230,Transactions,READ,success,Pune,tablet,S290250,
L00000230,U00724,2026-09-01T04:39:43.352127+00:00,10.10.16.15,Documents,READ,success,Mumbai,laptop,S343664,
L00000231,U00123,2026-06-24T09:05:17.352134+00:00,10.10.9.226,Profile,READ,success,Bangalore,desktop,S968872,
L00000232,U00993,2026-06-25T12:12:30.352144+00:00,10.10.15.47,Profile,VIEW,success,Kolkata,tablet,S895143,
L00000233,U00379,2026-08-12T18:13:13.352152+00:00,10.10.11.189,Documents,VIEW,success,Mumbai,laptop,S725928,
L00000234,U00343,2026-08-27T14:20:20.352160+00:00,10.10.7.128,Transactions,READ,success,Ahmedabad,tablet,S436165,
L00000235,U00048,2026-08-20T07:33:03.352167+00:00,10.10.2.239,Reports,VIEW,success,Chennai,desktop,S783522,
L00000236,U00626,2026-06-26T02:30:09.352177+00:00,10.10.11.248,Profile,READ,success,Chennai,mobile,S602911,
L00000237,U00077,2026-07-01T06:43:51.352186+00:00,10.10.1.232,Dashboard,DOWNLOAD,success,Bangalore,tablet,S824194,
L00000238,U00408,2026-06-25T05:11:42.352194+00:00,10.10.16.171,Transactions,READ,success,Kolkata,desktop,S730014,
L00000239,U00550,2026-07-30T00:49:14.352202+00:00,10.10.20.71,Documents,DOWNLOAD,success,Kolkata,tablet,S760789,
L00000240,U00269,2026-07-09T02:58:07.352209+00:00,10.10.2.123,Documents,READ,success,Chennai,laptop,S791145,
L00000241,U00841,2026-07-15T10:38:23.352217+00:00,10.10.17.88,Dashboard,DOWNLOAD,success,Delhi,tablet,S373245,
L00000242,U00119,2026-09-04T11:49:25.352224+00:00,10.10.7.223,Dashboard,READ,success,Bangalore,desktop,S879832,
L00000243,U00856,2026-08-18T19:00:25.352232+00:00,10.10.8.61,Dashboard,VIEW,success,Kolkata,tablet,S999779,
L00000244,U00306,2026-08-19T23:26:50.352239+00:00,10.10.16.238,Reports,DOWNLOAD,success,Kolkata,tablet,S586187,
L00000245,U00345,2026-07-02T03:34:46.352248+00:00,10.10.16.209,Transactions,DOWNLOAD,success,Mumbai,desktop,S756742,
L00000246,U00834,2026-07-20T00:57:06.352258+00:00,10.10.5.161,Documents,DOWNLOAD,success,Mumbai,laptop,S725304,
L00000247,U00958,2026-08-29T01:13:40.352267+00:00,10.10.16.56,Documents,DOWNLOAD,success,Bangalore,tablet,S585498,
L00000248,U00832,2026-09-03T23:56:36.352274+00:00,10.10.5.112,Transactions,READ,success,Mumbai,laptop,S797471,
L00000249,U00347,2026-06-13T16:25:35.352281+00:00,10.10.6.2,Dashboard,DOWNLOAD,success,Ahmedabad,laptop,S587265,
L00000250,U00165,2026-08-01T06:56:56.352289+00:00,10.10.4.180,Transactions,VIEW,success,Ahmedabad,tablet,S233182,
L00000251,U00433,2026-08-08T09:10:24.352297+00:00,10.10.15.227,Documents,VIEW,success,Kolkata,mobile,S573709,
L00000252,U00793,2026-06-28T07:15:46.352305+00:00,10.10.1.237,Reports,VIEW,success,Mumbai,tablet,S173194,
L00000253,U00365,2026-06-20T02:26:03.352315+00:00,10.10.14.8,Profile,READ,success,Ahmedabad,laptop,S959792,
L00000254,U00145,2026-07-13T05:06:19.352323+00:00,10.10.14.180,Documents,VIEW,success,Pune,desktop,S327903,
L00000255,U00392,2026-07-01T10:46:04.352330+00:00,10.10.12.123,Profile,READ,success,Hyderabad,desktop,S708957,
L00000256,U00273,2026-09-03T03:13:44.352341+00:00,10.10.6.211,Dashboard,DOWNLOAD,success,Delhi,laptop,S680933,
L00000257,U00074,2026-07-07T18:52:52.352350+00:00,10.10.8.83,Documents,DOWNLOAD,success,Mumbai,desktop,S465549,
L00000258,U00165,2026-08-29T10:56:55.352358+00:00,10.10.11.43,Reports,VIEW,success,Ahmedabad,mobile,S316568,
L00000259,U00872,2026-08-31T04:43:49.352366+00:00,10.10.8.88,Profile,VIEW,success,Hyderabad,desktop,S639337,
L00000260,U00530,2026-08-29T13:44:40.352373+00:00,10.10.18.217,Dashboard,READ,success,Kolkata,tablet,S352078,
L00000261,U00472,2026-07-30T17:14:45.352380+00:00,10.10.7.18,Transactions,VIEW,success,Hyderabad,laptop,S589058,
L00000262,U00410,2026-07-23T11:14:52.352388+00:00,10.10.2.30,Dashboard,READ,success,Pune,tablet,S687053,
L00000263,U00480,2026-06-20T05:39:23.352396+00:00,10.10.8.51,Documents,VIEW,success,Bangalore,mobile,S985182,
L00000264,U00043,2026-06-11T19:22:43.352404+00:00,10.10.4.141,Profile,DOWNLOAD,success,Chennai,mobile,S822586,
L00000265,U00846,2026-07-17T21:43:34.352412+00:00,10.10.15.28,Transactions,READ,success,Hyderabad,laptop,S333359,
L00000266,U00167,2026-07-05T09:00:06.352422+00:00,10.10.6.206,Transactions,VIEW,success,Hyderabad,desktop,S728885,
L00000267,U00151,2026-06-28T02:18:39.352430+00:00,10.10.9.118,Profile,READ,success,Chennai,desktop,S849416,
L00000268,U00414,2026-08-02T03:03:43.352438+00:00,10.10.4.102,Reports,READ,success,Pune,desktop,S846636,
L00000269,U00962,2026-07-12T16:21:54.352445+00:00,10.10.7.156,Dashboard,READ,success,Delhi,desktop,S641071,
L00000270,U00854,2026-08-07T18:40:04.352453+00:00,10.10.9.81,Transactions,VIEW,success,Hyderabad,desktop,S654194,
L00000271,U00348,2026-06-24T16:44:04.352463+00:00,10.10.7.148,Documents,DOWNLOAD,success,Kolkata,desktop,S452085,
L00000272,U00821,2026-08-26T19:22:51.352471+00:00,10.10.17.1,Reports,DOWNLOAD,success,Mumbai,mobile,S542219,
L00000273,U00224,2026-06-20T14:07:21.352479+00:00,10.10.16.233,Reports,READ,success,Hyderabad,laptop,S154097,
L00000274,U00243,2026-08-15T15:33:11.352489+00:00,10.10.8.47,Documents,DOWNLOAD,success,Kolkata,laptop,S222681,
L00000275,U00069,2026-08-07T18:50:54.352497+00:00,10.10.15.80,Reports,DOWNLOAD,success,Chennai,tablet,S339622,
L00000276,U00761,2026-06-21T04:51:26.352506+00:00,10.10.7.161,Reports,READ,success,Ahmedabad,mobile,S751229,
L00000277,U00068,2026-06-20T02:56:48.352515+00:00,10.10.14.150,Reports,DOWNLOAD,success,Delhi,desktop,S240386,
L00000278,U00798,2026-09-03T11:42:42.352522+00:00,10.10.16.49,Dashboard,DOWNLOAD,success,Mumbai,tablet,S360438,
L00000279,U00034,2026-08-14T20:46:50.352530+00:00,10.10.3.229,Documents,VIEW,success,Chennai,mobile,S978794,
L00000280,U00310,2026-08-07T08:20:29.352537+00:00,10.10.14.33,Profile,DOWNLOAD,success,Bangalore,laptop,S935937,
L00000281,U00158,2026-06-26T15:17:14.352545+00:00,10.10.15.204,Transactions,READ,success,Hyderabad,tablet,S233732,
L00000282,U00996,2026-08-05T21:06:46.352553+00:00,10.10.10.199,Reports,DOWNLOAD,success,Mumbai,mobile,S917531,
L00000283,U00658,2026-07-15T18:52:05.352561+00:00,10.10.18.243,Transactions,READ,success,Ahmedabad,laptop,S969573,
L00000284,U00657,2026-07-03T18:31:43.352568+00:00,10.10.2.126,Profile,VIEW,success,Mumbai,tablet,S244511,
L00000285,U00547,2026-07-22T08:12:27.352577+00:00,10.10.9.236,Documents,DOWNLOAD,success,Chennai,desktop,S234967,
L00000286,U00746,2026-08-14T19:30:19.352586+00:00,10.10.8.222,Transactions,VIEW,success,Chennai,mobile,S763197,
L00000287,U00777,2026-06-15T03:51:51.352594+00:00,10.10.15.195,Documents,READ,success,Delhi,tablet,S881483,
L00000288,U00509,2026-07-05T04:29:35.352602+00:00,10.10.17.67,Reports,READ,success,Chennai,laptop,S692565,
L00000289,U00743,2026-09-01T12:15:54.352610+00:00,10.10.14.71,Reports,READ,success,Pune,tablet,S565136,
L00000290,U00468,2026-07-16T12:32:50.352618+00:00,10.10.16.142,Documents,DOWNLOAD,success,Ahmedabad,laptop,S589131,
L00000291,U00034,2026-07-19T01:39:27.352625+00:00,10.10.19.148,Dashboard,READ,success,Chennai,mobile,S755901,
L00000292,U00922,2026-06-11T01:50:30.352632+00:00,10.10.15.157,Documents,VIEW,success,Pune,mobile,S386799,
L00000293,U00810,2026-07-28T21:23:40.352640+00:00,10.10.3.43,Documents,READ,success,Ahmedabad,mobile,S716839,
L00000294,U00703,2026-07-24T12:42:17.352648+00:00,10.10.12.134,Reports,DOWNLOAD,success,Delhi,laptop,S178450,
L00000295,U00136,2026-06-19T19:56:25.352658+00:00,10.10.15.84,Transactions,DOWNLOAD,success,Bangalore,tablet,S770162,
L00000296,U00968,2026-06-17T00:50:19.352668+00:00,10.10.6.121,Documents,DOWNLOAD,success,Pune,desktop,S171539,
L00000297,U00378,2026-06-18T09:28:48.352677+00:00,10.10.6.199,Dashboard,DOWNLOAD,success,Pune,laptop,S100032,
L00000298,U00094,2026-07-24T06:03:24.352684+00:00,10.10.7.157,Reports,DOWNLOAD,success,Ahmedabad,laptop,S996810,
L00000299,U00504,2026-08-01T13:50:15.352692+00:00,10.10.4.103,Profile,READ,success,Ahmedabad,mobile,S609955,
L00000300,U00962,2026-07-20T22:59:48.352699+00:00,10.10.12.62,Profile,READ,success,Delhi,tablet,S154917,
L00000301,U00538,2026-08-31T14:20:58.352707+00:00,10.10.17.160,Transactions,READ,success,Mumbai,desktop,S295058,
L00000302,U00546,2026-07-01T15:49:24.352714+00:00,10.10.15.191,Transactions,VIEW,success,Kolkata,laptop,S892405,
L00000303,U00515,2026-07-28T09:33:15.352722+00:00,10.10.4.194,Documents,DOWNLOAD,success,Pune,tablet,S602722,
L00000304,U00921,2026-08-23T16:21:35.352729+00:00,10.10.1.147,Documents,VIEW,success,Kolkata,laptop,S824981,
L00000305,U00891,2026-06-19T03:24:50.352737+00:00,10.10.4.100,Documents,DOWNLOAD,success,Delhi,desktop,S875333,
L00000306,U00957,2026-07-31T21:54:31.352747+00:00,10.10.2.133,Documents,DOWNLOAD,success,Chennai,laptop,S391072,
L00000307,U00319,2026-08-31T16:53:38.352755+00:00,10.10.11.123,Documents,DOWNLOAD,success,Hyderabad,desktop,S292264,
L00000308,U00838,2026-08-24T11:11:15.352762+00:00,10.10.5.202,Profile,DOWNLOAD,success,Bangalore,mobile,S432292,
L00000309,U00566,2026-06-20T03:29:45.352770+00:00,10.10.19.3,Dashboard,READ,success,Bangalore,mobile,S178328,
L00000310,U00793,2026-07-01T03:07:40.352778+00:00,10.10.15.100,Dashboard,VIEW,success,Mumbai,laptop,S167182,
L00000311,U00329,2026-06-22T17:10:57.352786+00:00,10.10.6.17,Profile,DOWNLOAD,success,Delhi,mobile,S500136,
L00000312,U00360,2026-08-06T08:07:50.352794+00:00,10.10.13.64,Documents,READ,success,Hyderabad,laptop,S941896,
L00000313,U00553,2026-07-22T03:40:46.352802+00:00,10.10.18.129,Profile,READ,success,Ahmedabad,desktop,S313782,
L00000314,U00622,2026-06-20T22:01:48.352810+00:00,10.10.9.103,Dashboard,DOWNLOAD,success,Pune,mobile,S571253,
L00000315,U00520,2026-07-25T22:46:54.352818+00:00,10.10.14.87,Transactions,DOWNLOAD,success,Mumbai,desktop,S715852,
L00000316,U00333,2026-06-27T00:17:08.352827+00:00,10.10.17.151,Transactions,VIEW,success,Bangalore,desktop,S143092,
L00000317,U00541,2026-09-05T17:18:52.352839+00:00,10.10.19.156,Dashboard,VIEW,success,Kolkata,laptop,S670634,
L00000318,U00470,2026-06-13T15:22:05.352847+00:00,10.10.5.37,Dashboard,VIEW,success,Bangalore,desktop,S263513,
L00000319,U00019,2026-07-15T03:08:04.352855+00:00,10.10.10.125,Reports,VIEW,success,Kolkata,tablet,S534496,
L00000320,U00879,2026-06-19T14:20:14.352862+00:00,10.10.6.174,Transactions,READ,success,Chennai,laptop,S228218,
L00000321,U00886,2026-06-13T08:30:31.352877+00:00,10.10.4.70,Dashboard,DOWNLOAD,success,Ahmedabad,laptop,S624507,
L00000322,U00273,2026-08-07T05:52:08.352885+00:00,10.10.6.163,Profile,VIEW,success,Delhi,tablet,S270470,
L00000323,U00169,2026-07-21T07:56:18.352893+00:00,10.10.12.29,Transactions,DOWNLOAD,success,Pune,laptop,S607673,
L00000324,U00189,2026-08-20T11:41:32.352901+00:00,10.10.16.12,Dashboard,READ,success,Mumbai,mobile,S736538,
L00000325,U00387,2026-06-28T10:06:47.352908+00:00,10.10.8.192,Reports,READ,success,Mumbai,desktop,S138842,
L00000326,U00854,2026-06-29T09:41:57.352919+00:00,10.10.3.237,Profile,VIEW,success,Hyderabad,mobile,S733233,
L00000327,U00679,2026-06-11T16:25:46.352927+00:00,10.10.9.27,Transactions,VIEW,success,Mumbai,desktop,S877243,
L00000328,U00446,2026-07-17T05:33:17.352934+00:00,10.10.8.30,Dashboard,VIEW,success,Kolkata,tablet,S103648,
L00000329,U00421,2026-07-01T04:36:52.352943+00:00,10.10.3.229,Transactions,DOWNLOAD,success,Ahmedabad,tablet,S268250,
L00000330,U00296,2026-08-14T13:32:30.352950+00:00,10.10.8.50,Profile,DOWNLOAD,success,Bangalore,desktop,S965477,
L00000331,U00172,2026-08-22T06:25:05.352957+00:00,10.10.16.169,Reports,READ,success,Mumbai,tablet,S350503,
L00000332,U00840,2026-08-10T17:21:09.352965+00:00,10.10.5.39,Reports,DOWNLOAD,success,Delhi,mobile,S949850,
L00000333,U00730,2026-08-26T19:58:08.352973+00:00,10.10.20.8,Dashboard,READ,success,Pune,laptop,S325193,
L00000334,U00469,2026-07-01T14:52:03.352981+00:00,10.10.16.209,Transactions,DOWNLOAD,success,Hyderabad,tablet,S916149,
L00000335,U00026,2026-07-19T07:14:18.352988+00:00,10.10.7.13,Reports,VIEW,success,Chennai,laptop,S390639,
L00000336,U00127,2026-06-30T14:23:04.352998+00:00,10.10.16.207,Profile,VIEW,success,Bangalore,mobile,S635756,
L00000337,U00628,2026-09-06T05:24:59.353006+00:00,10.10.16.9,Reports,DOWNLOAD,success,Hyderabad,mobile,S883136,
L00000338,U00682,2026-09-04T15:16:42.353016+00:00,10.10.12.231,Profile,DOWNLOAD,success,Mumbai,desktop,S740791,
L00000339,U00131,2026-08-04T18:59:17.353023+00:00,10.10.17.30,Documents,VIEW,success,Mumbai,mobile,S724556,
L00000340,U00293,2026-06-21T04:15:36.353031+00:00,10.10.12.2,Transactions,VIEW,success,Hyderabad,laptop,S799778,
L00000341,U00251,2026-06-09T04:02:26.353039+00:00,10.10.12.77,Profile,DOWNLOAD,success,Bangalore,desktop,S846697,
L00000342,U00221,2026-06-20T15:27:32.353047+00:00,10.10.6.185,Documents,VIEW,success,Chennai,desktop,S535547,
L00000343,U00411,2026-06-22T15:41:16.353054+00:00,10.10.6.21,Documents,DOWNLOAD,success,Bangalore,desktop,S430541,
L00000344,U00639,2026-06-29T10:33:01.353062+00:00,10.10.16.102,Transactions,READ,success,Kolkata,laptop,S382057,
L00000345,U00698,2026-07-22T03:36:30.353070+00:00,10.10.14.224,Profile,DOWNLOAD,success,Delhi,mobile,S947359,
L00000346,U00527,2026-07-24T11:45:25.353081+00:00,10.10.16.174,Dashboard,READ,success,Kolkata,mobile,S692761,
L00000347,U00278,2026-08-01T03:56:42.353088+00:00,10.10.18.101,Transactions,VIEW,success,Delhi,desktop,S665084,
L00000348,U00349,2026-08-22T00:07:53.353096+00:00,10.10.20.18,Reports,VIEW,success,Delhi,mobile,S629318,
L00000349,U00706,2026-08-10T22:43:52.353109+00:00,10.10.3.244,Transactions,VIEW,success,Bangalore,tablet,S955593,
L00000350,U00152,2026-08-23T05:02:25.353118+00:00,10.10.11.24,Reports,READ,success,Bangalore,laptop,S877156,
L00000351,U00455,2026-09-01T09:56:24.353126+00:00,10.10.4.215,Documents,READ,success,Hyderabad,mobile,S114414,
L00000352,U00753,2026-07-11T14:57:21.353133+00:00,10.10.4.15,Reports,READ,success,Ahmedabad,laptop,S326362,
L00000353,U00672,2026-06-15T07:28:59.353141+00:00,10.10.8.60,Dashboard,VIEW,success,Ahmedabad,mobile,S105465,
L00000354,U00411,2026-06-09T04:50:55.353149+00:00,10.10.2.37,Profile,DOWNLOAD,success,Bangalore,desktop,S487905,
L00000355,U00608,2026-09-06T02:51:19.353157+00:00,10.10.5.97,Documents,DOWNLOAD,success,Kolkata,desktop,S569591,
L00000356,U00411,2026-06-27T16:07:58.353167+00:00,10.10.3.128,Transactions,DOWNLOAD,success,Bangalore,tablet,S702896,
L00000357,U00821,2026-07-23T15:24:31.353175+00:00,10.10.7.54,Dashboard,VIEW,success,Mumbai,mobile,S310942,
L00000358,U00247,2026-07-05T19:23:51.353183+00:00,10.10.11.89,Dashboard,DOWNLOAD,success,Ahmedabad,desktop,S787649,
L00000359,U00643,2026-07-09T22:46:22.353193+00:00,10.10.15.234,Transactions,DOWNLOAD,success,Mumbai,laptop,S833891,
L00000360,U00020,2026-07-03T09:23:34.353201+00:00,10.10.15.240,Dashboard,READ,success,Chennai,tablet,S869023,
L00000361,U00576,2026-06-25T07:10:00.353209+00:00,10.10.13.188,Dashboard,DOWNLOAD,success,Kolkata,tablet,S498025,
L00000362,U00546,2026-08-16T07:15:02.353218+00:00,10.10.6.186,Transactions,READ,success,Kolkata,tablet,S282477,
L00000363,U00244,2026-09-05T02:02:14.353226+00:00,10.10.10.85,Transactions,DOWNLOAD,success,Chennai,desktop,S280779,
L00000364,U00322,2026-07-22T17:12:32.353233+00:00,10.10.6.37,Transactions,DOWNLOAD,success,Mumbai,laptop,S964919,
L00000365,U00233,2026-08-08T13:34:47.353240+00:00,10.10.3.167,Documents,VIEW,success,Kolkata,desktop,S952377,
L00000366,U00125,2026-09-02T10:14:01.353250+00:00,10.10.14.131,Profile,READ,success,Pune,tablet,S219835,
L00000367,U00764,2026-08-24T00:26:25.353259+00:00,10.10.2.114,Transactions,READ,success,Chennai,tablet,S816712,
L00000368,U00347,2026-06-18T06:41:49.353267+00:00,10.10.3.137,Dashboard,READ,success,Ahmedabad,laptop,S511557,
L00000369,U00122,2026-08-12T03:33:13.353274+00:00,10.10.5.148,Transactions,DOWNLOAD,success,Delhi,laptop,S112608,
L00000370,U00868,2026-07-04T15:43:07.353282+00:00,10.10.19.143,Transactions,DOWNLOAD,success,Mumbai,laptop,S447726,
L00000371,U00057,2026-06-21T23:33:16.353290+00:00,10.10.4.99,Reports,VIEW,success,Ahmedabad,desktop,S254267,
L00000372,U00337,2026-08-22T07:17:04.353300+00:00,10.10.11.26,Dashboard,VIEW,success,Kolkata,tablet,S512637,
L00000373,U00290,2026-07-01T04:24:44.353308+00:00,10.10.8.211,Profile,DOWNLOAD,success,Kolkata,laptop,S687087,
L00000374,U00307,2026-06-17T04:04:43.353316+00:00,10.10.3.254,Dashboard,READ,success,Ahmedabad,tablet,S321045,
L00000375,U00326,2026-08-15T14:31:35.353323+00:00,10.10.10.43,Dashboard,VIEW,success,Delhi,desktop,S420822,
L00000376,U00718,2026-08-22T19:11:43.353333+00:00,10.10.20.20,Transactions,VIEW,success,Pune,mobile,S921592,
L00000377,U00035,2026-08-04T00:24:13.353341+00:00,10.10.12.36,Reports,DOWNLOAD,success,Bangalore,tablet,S860739,
L00000378,U00290,2026-07-30T13:23:45.353349+00:00,10.10.4.30,Reports,READ,success,Kolkata,desktop,S849814,
L00000379,U00456,2026-07-29T17:58:49.353358+00:00,10.10.20.218,Profile,VIEW,success,Pune,desktop,S710276,
L00000380,U00512,2026-07-16T16:43:49.353368+00:00,10.10.19.32,Documents,DOWNLOAD,success,Kolkata,laptop,S784312,
L00000381,U00128,2026-06-09T17:05:36.353376+00:00,10.10.19.201,Documents,READ,success,Kolkata,tablet,S307098,
L00000382,U00470,2026-07-11T22:36:59.353384+00:00,10.10.1.240,Reports,READ,success,Bangalore,desktop,S339133,
L00000383,U00012,2026-08-24T21:51:36.353392+00:00,10.10.4.74,Documents,READ,success,Ahmedabad,desktop,S113409,
L00000384,U00684,2026-08-17T18:19:23.353399+00:00,10.10.1.198,Profile,VIEW,success,Mumbai,mobile,S504757,
L00000385,U00335,2026-07-28T23:53:45.353407+00:00,10.10.6.6,Reports,DOWNLOAD,success,Pune,mobile,S309095,
L00000386,U00023,2026-06-24T11:42:25.353417+00:00,10.10.8.59,Dashboard,VIEW,success,Pune,mobile,S286783,
L00000387,U00678,2026-08-08T01:59:43.353425+00:00,10.10.17.79,Documents,VIEW,success,Delhi,desktop,S335838,
L00000388,U00423,2026-08-18T15:43:45.353433+00:00,10.10.10.172,Profile,DOWNLOAD,success,Bangalore,desktop,S597281,
L00000389,U00255,2026-06-14T23:26:51.353441+00:00,10.10.6.221,Profile,DOWNLOAD,success,Bangalore,desktop,S665774,
L00000390,U00989,2026-07-09T14:25:08.353448+00:00,10.10.20.49,Dashboard,READ,success,Ahmedabad,tablet,S876614,
L00000391,U00055,2026-07-03T14:34:49.353456+00:00,10.10.15.252,Transactions,READ,success,Kolkata,desktop,S136306,
L00000392,U00641,2026-07-26T16:49:13.353464+00:00,10.10.13.162,Reports,READ,success,Ahmedabad,tablet,S376090,
L00000393,U00105,2026-06-08T08:10:00.353475+00:00,10.10.14.158,Profile,DOWNLOAD,success,Ahmedabad,tablet,S510550,
L00000394,U00928,2026-07-12T14:45:56.353484+00:00,10.10.8.199,Profile,READ,success,Pune,desktop,S921276,
L00000395,U00539,2026-06-14T00:05:29.353492+00:00,10.10.15.151,Documents,VIEW,success,Ahmedabad,mobile,S893458,
L00000396,U00629,2026-08-29T10:25:24.353503+00:00,10.10.18.235,Dashboard,READ,success,Kolkata,desktop,S106719,
L00000397,U00375,2026-07-07T01:36:16.353510+00:00,10.10.12.202,Dashboard,VIEW,success,Delhi,desktop,S342150,
L00000398,U00164,2026-08-17T18:02:00.353518+00:00,10.10.5.68,Reports,DOWNLOAD,success,Delhi,tablet,S897016,
L00000399,U00334,2026-08-19T10:02:46.353526+00:00,10.10.12.42,Transactions,VIEW,success,Delhi,mobile,S446874,
L00000400,U00427,2026-08-25T21:05:51.353534+00:00,10.10.8.138,Transactions,VIEW,success,Mumbai,desktop,S925771,
L00000401,U00632,2026-07-15T22:40:29.353542+00:00,10.10.18.226,Dashboard,VIEW,success,Ahmedabad,desktop,S280954,
L00000402,U00702,2026-08-21T13:29:13.353570+00:00,10.10.6.31,Reports,VIEW,success,Ahmedabad,laptop,S265918,
L00000403,U00336,2026-07-02T10:58:22.353578+00:00,10.10.5.149,Reports,DOWNLOAD,success,Hyderabad,mobile,S364827,
