transaction_code,account_code,transaction_timestamp,amount,currency,merchant,category,location,payment_method,channel,status
T00000226,A001217,2026-06-09T20:49:36.367809+00:00,1037.55,INR,MakeMyTrip,Travel,Delhi,upi,branch,success
T00000227,A000399,2026-09-01T04:44:18.367819+00:00,404.53,INR,Coursera,Education,Kolkata,netbanking,mobile,success
T00000228,A000240,2026-07-29T20:50:27.367829+00:00,1779.41,INR,Udemy,Education,Mumbai,card,mobile,success
T00000229,A000560,2026-08-18T18:09:13.367839+00:00,2058.26,INR,BookMyShow,Entertainment,Chennai,card,branch,success
T00000230,A001213,2026-07-13T19:32:58.367848+00:00,577.32,INR,Swiggy,Food,Delhi,upi,online,success
T00000231,A000838,2026-06-19T08:18:55.367859+00:00,635.13,INR,Spotify,Entertainment,Chennai,netbanking,mobile,success
T00000232,A000952,2026-08-13T08:45:00.367869+00:00,119.81,INR,Spotify,Entertainment,Pune,upi,mobile,success
T00000233,A000072,2026-08-27T20:43:17.367877+00:00,885.86,INR,XYZ Electronics,Electronics,Bangalore,card,mobile,success
T00000234,A000917,2026-06-26T14:36:09.367887+00:00,3070.46,INR,Coursera,Education,Kolkata,upi,online,success
T00000235,A000102,2026-07-26T12:14:12.367897+00:00,638.78,INR,Uber,Travel,Bangalore,card,online,success
T00000236,A000676,2026-07-24T07:59:07.367910+00:00,933.87,INR,Airtel,Utilities,Delhi,upi,mobile,success
T00000237,A000580,2026-07-11T14:28:16.367921+00:00,1394.86,INR,Electricity Board,Utilities,Hyderabad,netbanking,branch,success
T00000238,A001015,2026-07-22T18:56:26.367933+00:00,2044.0,INR,Udemy,Education,Ahmedabad,upi,branch,success
T00000239,A000170,2026-07-06T07:08:11.367945+00:00,2238.22,INR,Ola,Travel,Bangalore,card,online,success
T00000240,A000463,2026-06-25T08:19:25.367957+00:00,491.84,INR,Coursera,Education,Bangalore,netbanking,branch,success
T00000241,A001166,2026-07-14T05:06:19.367971+00:00,1004.15,INR,Ola,Travel,Pune,card,online,success
T00000242,A000726,2026-07-07T14:23:31.367982+00:00,100,INR,XYZ Electronics,Electronics,Kolkata,card,online,success
T00000243,A000529,2026-07-24T07:59:55.367994+00:00,1523.2,INR,Ola,Travel,Hyderabad,upi,branch,success
T00000244,A000861,2026-09-03T17:15:55.368004+00:00,1043.77,INR,Udemy,Education,Kolkata,card,online,success
T00000245,A000877,2026-06-13T15:56:40.368014+00:00,737.14,INR,Jio,Utilities,Ahmedabad,netbanking,branch,success
T00000246,A000253,2026-08-13T01:22:44.368026+00:00,849.21,INR,Jio,Utilities,Mumbai,netbanking,online,success
T00000247,A001249,2026-06-13T18:18:26.368038+00:00,1295.98,INR,Spotify,Entertainment,Kolkata,netbanking,mobile,success
T00000248,A000522,2026-07-11T19:25:45.368048+00:00,1006.98,INR,MedPlus,Healthcare,Kolkata,upi,mobile,success
T00000249,A000583,2026-08-25T08:25:47.368058+00:00,2351.13,INR,BookMyShow,Entertainment,Delhi,upi,mobile,success
T00000250,A000211,2026-06-22T06:24:38.368067+00:00,404.13,INR,Apollo Pharmacy,Healthcare,Delhi,card,mobile,success
T00000251,A000619,2026-06-16T21:48:22.368077+00:00,5723.46,INR,Reliance Digital,Shopping,Delhi,card,mobile,success
T00000252,A000825,2026-06-27T16:00:38.368086+00:00,584.34,INR,Apollo Pharmacy,Healthcare,Kolkata,card,mobile,success
T00000253,A000379,2026-07-26T07:02:40.368094+00:00,2526.75,INR,Dominos,Food,Bangalore,netbanking,branch,success
T00000254,A000604,2026-08-09T12:18:31.368110+00:00,2148.33,INR,Dominos,Food,Ahmedabad,netbanking,mobile,success
T00000255,A000160,2026-07-26T04:35:50.368123+00:00,1643.4,INR,MedPlus,Healthcare,Kolkata,card,branch,success
T00000256,A000962,2026-08-14T17:24:54.368135+00:00,2653.35,INR,Udemy,Education,Chennai,card,mobile,success
T00000257,A000665,2026-07-13T00:28:31.368146+00:00,175.25,INR,Airtel,Utilities,Kolkata,card,online,success
T00000258,A000355,2026-07-28T05:06:09.368156+00:00,558.7,INR,Apollo Pharmacy,Healthcare,Chennai,card,branch,success
T00000259,A000237,2026-07-04T16:15:07.368165+00:00,2143.75,INR,Ola,Travel,Hyderabad,netbanking,branch,success
T00000260,A000889,2026-06-09T13:45:38.368174+00:00,1440.66,INR,Flipkart,Shopping,Hyderabad,card,branch,success
T00000261,A000367,2026-06-18T06:21:28.368183+00:00,290.88,INR,Coursera,Education,Hyderabad,card,online,success
T00000262,A000654,2026-08-28T01:02:49.368192+00:00,3353.22,INR,Spotify,Entertainment,Delhi,netbanking,branch,success
T00000263,A000921,2026-09-05T23:24:27.368202+00:00,1263.06,INR,Apollo Pharmacy,Healthcare,Pune,card,mobile,success
T00000264,A000457,2026-07-29T02:40:02.368211+00:00,551.28,INR,XYZ Electronics,Electronics,Chennai,upi,online,success
T00000265,A000917,2026-08-30T12:13:51.368220+00:00,1959.89,INR,Zomato,Food,Kolkata,netbanking,online,success
T00000266,A000888,2026-07-19T13:34:28.368231+00:00,741.62,INR,Airtel,Utilities,Hyderabad,netbanking,online,success
T00000267,A000099,2026-09-04T12:44:01.368241+00:00,1366.03,INR,Coursera,Education,Chennai,upi,online,success
T00000268,A000085,2026-08-04T08:55:16.368250+00:00,6669.2,INR,Zomato,Food,Delhi,card,online,success
T00000269,A000867,2026-07-27T08:13:50.368260+00:00,1044.43,INR,Zomato,Food,Kolkata,netbanking,online,success
T00000270,A000125,2026-08-17T17:53:36.368270+00:00,214.59,INR,Netflix,Entertainment,Pune,card,online,success
T00000271,A001183,2026-06-18T17:47:28.368283+00:00,1870.01,INR,XYZ Electronics,Electronics,Pune,card,mobile,success
T00000272,A000499,2026-06-20T07:45:06.368292+00:00,1384.39,INR,BookMyShow,Entertainment,Delhi,upi,online,success
T00000273,A000675,2026-06-16T07:21:30.368304+00:00,4532.63,INR,Coursera,Education,Ahmedabad,upi,mobile,success
T00000274,A000147,2026-08-28T23:35:20.368313+00:00,1070.66,INR,Electricity Board,Utilities,Bangalore,upi,online,success
T00000275,A000717,2026-09-03T04:38:10.368322+00:00,4287.72,INR,Airtel,Utilities,Delhi,upi,branch,success
T00000276,A000483,2026-06-19T21:30:16.368334+00:00,510.67,INR,Swiggy,Food,Bangalore,card,mobile,success
T00000277,A000525,2026-06-20T05:45:48.368344+00:00,775.28,INR,IndiGo,Travel,Bangalore,card,mobile,success
T00000278,A000937,2026-07-04T19:46:46.368353+00:00,6329.53,INR,Electricity Board,Utilities,Pune,netbanking,mobile,success
T00000279,A000468,2026-07-02T15:51:23.368362+00:00,551.48,INR,Apollo Pharmacy,Healthcare,Ahmedabad,upi,mobile,success
T00000280,A000299,2026-06-23T03:36:32.368373+00:00,3825.44,INR,Dominos,Food,Kolkata,upi,branch,success
T00000281,A000807,2026-08-24T06:54:18.368381+00:00,2122.85,INR,Reliance Digital,Shopping,Kolkata,upi,online,success
T00000282,A000384,2026-08-21T11:52:27.368390+00:00,1358.83,INR,Coursera,Education,Kolkata,card,mobile,success
T00000283,A001135,2026-07-22T22:47:01.368400+00:00,841.06,INR,MedPlus,Healthcare,Kolkata,card,online,success
T00000284,A000230,2026-07-25T15:33:33.368409+00:00,1321.46,INR,IndiGo,Travel,Delhi,card,branch,success
T00000285,A000873,2026-07-16T07:41:58.368419+00:00,1067.43,INR,Coursera,Education,Mumbai,upi,mobile,success
T00000286,A000764,2026-06-11T01:17:39.368430+00:00,2232.95,INR,Croma,Electronics,Chennai,netbanking,online,success
T00000287,A000165,2026-07-11T10:53:32.368440+00:00,3718.83,INR,XYZ Electronics,Electronics,Hyderabad,upi,online,success
T00000288,A000562,2026-07-02T08:41:21.368450+00:00,1178.38,INR,Croma,Electronics,Pune,card,branch,success
T00000289,A000408,2026-07-23T01:42:13.368460+00:00,501.78,INR,Amazon,Shopping,Bangalore,netbanking,mobile,success
T00000290,A000732,2026-07-09T01:14:19.368470+00:00,387.14,INR,Airtel,Utilities,Chennai,upi,branch,success
T00000291,A000513,2026-07-10T22:34:04.368479+00:00,2143.51,INR,Flipkart,Shopping,Hyderabad,upi,branch,success
T00000292,A001047,2026-06-27T21:50:19.368489+00:00,1715.62,INR,IndiGo,Travel,Chennai,upi,branch,success
T00000293,A001096,2026-07-17T08:29:54.368499+00:00,985.94,INR,Spotify,Entertainment,Mumbai,card,branch,success
T00000294,A000959,2026-07-19T18:56:08.368508+00:00,1593.21,INR,Reliance Digital,Shopping,Ahmedabad,card,mobile,success
T00000295,A001027,2026-07-30T17:52:33.368518+00:00,1351.67,INR,Electricity Board,Utilities,Hyderabad,upi,online,success
T00000296,A000543,2026-06-25T20:32:14.368529+00:00,1832.92,INR,Electricity Board,Utilities,Bangalore,card,branch,success
T00000297,A000909,2026-08-02T06:51:13.368539+00:00,2499.9,INR,Udemy,Education,Kolkata,netbanking,branch,success
T00000298,A000078,2026-08-13T20:35:13.368548+00:00,1251.66,INR,XYZ Electronics,Electronics,Pune,upi,mobile,success
T00000299,A000538,2026-08-27T07:05:31.368557+00:00,4417.3,INR,Myntra,Shopping,Ahmedabad,upi,branch,success
T00000300,A000208,2026-06-11T00:15:44.368567+00:00,1157.78,INR,Netflix,Entertainment,Ahmedabad,card,mobile,success
T00000301,A000605,2026-06-23T19:02:20.368576+00:00,430.79,INR,Apollo Pharmacy,Healthcare,Mumbai,upi,online,success
T00000302,A000040,2026-08-17T11:11:36.368585+00:00,1744.58,INR,Airtel,Utilities,Pune,upi,online,success
T00000303,A000073,2026-09-03T09:20:24.368601+00:00,3826.71,INR,Reliance Digital,Electronics,Ahmedabad,upi,branch,success
T00000304,A000851,2026-07-26T12:31:18.368613+00:00,1597.52,INR,MedPlus,Healthcare,Chennai,card,online,success
T00000305,A000775,2026-08-25T13:27:14.368623+00:00,762.31,INR,Reliance Digital,Electronics,Bangalore,netbanking,branch,success
T00000306,A000305,2026-07-20T23:45:31.368634+00:00,741.1,INR,BookMyShow,Entertainment,Delhi,upi,mobile,success
T00000307,A001113,2026-07-09T01:10:55.368643+00:00,1560.75,INR,Coursera,Education,Chennai,netbanking,mobile,success
T00000308,A000618,2026-06-10T08:48:48.368652+00:00,691.39,INR,Jio,Utilities,Delhi,netbanking,branch,success
T00000309,A000047,2026-08-15T08:15:44.368661+00:00,772.04,INR,Spotify,Entertainment,Delhi,upi,branch,success
T00000310,A000157,2026-09-05T10:37:52.368671+00:00,245.49,INR,Udemy,Education,Pune,upi,mobile,success
T00000311,A000115,2026-07-17T18:25:42.368681+00:00,6299.99,INR,Electricity Board,Utilities,Chennai,card,mobile,success
T00000312,A001118,2026-08-16T23:20:15.368691+00:00,1251.9,INR,Udemy,Education,Kolkata,upi,online,success
T00000313,A001064,2026-08-18T02:56:22.368700+00:00,1357.52,INR,Electricity Board,Utilities,Pune,netbanking,branch,success
T00000314,A000429,2026-08-08T12:04:39.368710+00:00,3650.24,INR,Zomato,Food,Pune,upi,branch,success
T00000315,A000175,2026-06-19T01:57:19.368720+00:00,740.46,INR,Apollo Pharmacy,Healthcare,Hyderabad,card,online,success
T00000316,A000670,2026-09-01T03:07:23.368732+00:00,2416.58,INR,MedPlus,Healthcare,Mumbai,netbanking,online,success
T00000317,A000336,2026-07-14T00:16:33.368741+00:00,2237.23,INR,Reliance Digital,Electronics,Ahmedabad,card,mobile,success
T00000318,A001130,2026-09-04T08:48:30.368750+00:00,1647.53,INR,Netflix,Entertainment,Ahmedabad,card,mobile,success
T00000319,A000257,2026-06-24T20:07:19.368760+00:00,1574.91,INR,Ola,Travel,Pune,netbanking,online,success
T00000320,A000021,2026-08-16T14:25:51.368769+00:00,3254.78,INR,Coursera,Education,Kolkata,card,online,success
T00000321,A001213,2026-08-30T11:07:06.368780+00:00,2315.44,INR,Jio,Utilities,Delhi,card,branch,success
T00000322,A000279,2026-06-11T02:45:11.368790+00:00,1108.21,INR,Netflix,Entertainment,Chennai,upi,mobile,success
T00000323,A000305,2026-06-16T15:29:33.368799+00:00,760.02,INR,BookMyShow,Entertainment,Delhi,card,mobile,success
T00000324,A000171,2026-08-18T18:57:13.368808+00:00,3276.62,INR,MedPlus,Healthcare,Bangalore,netbanking,mobile,success
T00000325,A000093,2026-06-08T20:11:56.368818+00:00,1259.18,INR,Swiggy,Food,Pune,upi,branch,success
T00000326,A000802,2026-09-01T13:21:16.368831+00:00,548.19,INR,Jio,Utilities,Hyderabad,upi,online,success
T00000327,A000114,2026-06-20T17:40:08.368840+00:00,767.66,INR,Apollo Pharmacy,Healthcare,Delhi,upi,mobile,success
T00000328,A000964,2026-07-28T12:20:26.368849+00:00,2565.8,INR,MedPlus,Healthcare,Mumbai,upi,mobile,success
T00000329,A001151,2026-08-01T06:31:22.368857+00:00,2537.71,INR,Croma,Electronics,Mumbai,netbanking,branch,success
T00000330,A001032,2026-08-15T20:43:10.368867+00:00,589.41,INR,Zomato,Food,Pune,upi,mobile,success
T00000331,A000147,2026-08-29T10:39:11.368876+00:00,1562.47,INR,Swiggy,Food,Bangalore,netbanking,online,success
T00000332,A000159,2026-08-20T03:11:09.368886+00:00,759.02,INR,Flipkart,Shopping,Bangalore,netbanking,mobile,success
T00000333,A000727,2026-09-05T16:25:30.368896+00:00,1455.62,INR,McDonalds,Food,Delhi,card,online,success
T00000334,A000989,2026-07-14T14:09:39.368905+00:00,2919.52,INR,Reliance Digital,Shopping,Kolkata,netbanking,online,success
T00000335,A001083,2026-07-22T09:43:58.368917+00:00,404.28,INR,IndiGo,Travel,Hyderabad,netbanking,mobile,success
T00000336,A000767,2026-08-18T14:47:43.368929+00:00,3349.8,INR,XYZ Electronics,Electronics,Bangalore,netbanking,online,success
T00000337,A000274,2026-07-31T10:40:24.368939+00:00,1035.92,INR,Airtel,Utilities,Mumbai,netbanking,mobile,success
T00000338,A000117,2026-07-05T23:39:20.368949+00:00,2386.77,INR,Jio,Utilities,Bangalore,netbanking,branch,success
T00000339,A000200,2026-09-04T01:33:37.368958+00:00,1310.11,INR,Jio,Utilities,Hyderabad,netbanking,branch,success
T00000340,A000169,2026-07-21T13:39:46.368967+00:00,3412.15,INR,Reliance Digital,Shopping,Ahmedabad,upi,mobile,success
T00000341,A000348,2026-07-20T11:14:49.368976+00:00,8625.25,INR,Flipkart,Shopping,Ahmedabad,netbanking,mobile,success
T00000342,A000118,2026-07-29T12:21:19.368985+00:00,2717.41,INR,Reliance Digital,Electronics,Pune,netbanking,branch,success
T00000343,A000682,2026-07-07T11:40:26.368994+00:00,1277.46,INR,Jio,Utilities,Mumbai,card,online,success
T00000344,A000883,2026-07-31T19:37:00.369003+00:00,1401.06,INR,Netflix,Entertainment,Delhi,card,online,success
T00000345,A000666,2026-07-12T19:58:59.369014+00:00,1071.71,INR,MedPlus,Healthcare,Bangalore,upi,branch,success
T00000346,A000103,2026-08-29T03:49:45.369030+00:00,2476.38,INR,Flipkart,Shopping,Bangalore,upi,online,success
T00000347,A000107,2026-07-22T00:09:41.369043+00:00,530.87,INR,Electricity Board,Utilities,Ahmedabad,netbanking,mobile,success
T00000348,A000449,2026-07-03T11:57:39.369055+00:00,242.63,INR,Spotify,Entertainment,Bangalore,netbanking,online,success
T00000349,A000569,2026-07-22T23:57:52.369068+00:00,1157.32,INR,McDonalds,Food,Mumbai,netbanking,mobile,success
T00000350,A001121,2026-08-12T20:48:33.369077+00:00,745.49,INR,Electricity Board,Utilities,Mumbai,upi,mobile,success
T00000351,A000111,2026-08-10T09:42:37.369087+00:00,2497.59,INR,Uber,Travel,Kolkata,card,mobile,success
T00000352,A001088,2026-07-19T06:45:24.369097+00:00,804.96,INR,Reliance Digital,Shopping,Hyderabad,card,online,success
T00000353,A000215,2026-08-04T03:22:58.369117+00:00,4467.38,INR,Udemy,Education,Pune,card,online,success
T00000354,A000385,2026-07-18T16:19:31.369128+00:00,1038.86,INR,McDonalds,Food,Mumbai,upi,branch,success
T00000355,A000747,2026-06-30T20:05:11.369138+00:00,1295.44,INR,McDonalds,Food,Ahmedabad,netbanking,online,success
T00000356,A000685,2026-09-03T00:15:41.369150+00:00,1693.78,INR,MedPlus,Healthcare,Kolkata,netbanking,mobile,success
T00000357,A001146,2026-07-21T20:22:50.369158+00:00,1191.33,INR,Myntra,Shopping,Mumbai,netbanking,mobile,success
T00000358,A000029,2026-06-30T20:32:47.369169+00:00,2404.09,INR,Jio,Utilities,Ahmedabad,netbanking,online,success
T00000359,A000759,2026-07-18T19:03:49.369178+00:00,654.33,INR,Udemy,Education,Chennai,netbanking,branch,success
T00000360,A000949,2026-08-12T02:03:40.369187+00:00,1690.95,INR,Coursera,Education,Ahmedabad,upi,online,success
T00000361,A000226,2026-07-26T06:10:11.369196+00:00,1574.07,INR,IndiGo,Travel,Hyderabad,upi,online,success
T00000362,A000271,2026-06-25T06:49:18.369205+00:00,1030.52,INR,Zomato,Food,Chennai,netbanking,online,success
T00000363,A001043,2026-08-01T21:13:07.369214+00:00,1044.22,INR,Croma,Electronics,Kolkata,card,mobile,success
T00000364,A000334,2026-07-04T07:00:24.369222+00:00,6687.74,INR,XYZ Electronics,Electronics,Ahmedabad,card,branch,success
T00000365,A001126,2026-08-29T00:46:12.369232+00:00,3795.34,INR,McDonalds,Food,Ahmedabad,card,online,success
T00000366,A001009,2026-08-31T20:58:47.369244+00:00,1355.65,INR,Swiggy,Food,Mumbai,card,mobile,success
T00000367,A000203,2026-06-23T07:14:31.369255+00:00,2742.83,INR,Coursera,Education,Delhi,netbanking,mobile,success
T00000368,A000440,2026-08-22T00:07:04.369264+00:00,3143.09,INR,Reliance Digital,Shopping,Ahmedabad,card,online,success
T00000369,A001080,2026-07-14T11:32:47.369272+00:00,940.93,INR,Reliance Digital,Electronics,Ahmedabad,netbanking,mobile,success
T00000370,A000474,2026-06-21T17:15:25.369281+00:00,2804.06,INR,Uber,Travel,Bangalore,upi,mobile,success
T00000371,A001180,2026-06-11T05:03:34.369289+00:00,4825.37,INR,Udemy,Education,Chennai,upi,online,success
T00000372,A000991,2026-07-20T11:10:07.369301+00:00,583.08,INR,Flipkart,Shopping,Chennai,card,mobile,success
T00000373,A000978,2026-07-19T00:45:32.369310+00:00,2515.31,INR,Ola,Travel,Mumbai,upi,branch,success
T00000374,A000906,2026-08-15T07:30:45.369320+00:00,706.24,INR,Croma,Electronics,Pune,upi,mobile,success
T00000375,A000832,2026-09-01T20:31:36.369329+00:00,2562.94,INR,Coursera,Education,Pune,upi,online,success
T00000376,A000050,2026-07-28T20:29:21.369340+00:00,4395.92,INR,Apollo Pharmacy,Healthcare,Mumbai,netbanking,mobile,success
T00000377,A000276,2026-06-10T14:17:00.369349+00:00,1511.0,INR,Airtel,Utilities,Pune,card,branch,success
T00000378,A000765,2026-07-27T09:04:55.369358+00:00,2578.75,INR,BookMyShow,Entertainment,Chennai,card,branch,success
T00000379,A000078,2026-08-20T18:37:09.369366+00:00,1754.58,INR,Airtel,Utilities,Pune,netbanking,online,success
T00000380,A000586,2026-07-12T08:03:05.369375+00:00,3140.18,INR,Zomato,Food,Ahmedabad,upi,mobile,success
T00000381,A000861,2026-07-28T11:07:36.369384+00:00,1388.35,INR,MedPlus,Healthcare,Kolkata,netbanking,online,success
T00000382,A001062,2026-08-13T00:49:03.369393+00:00,1262.89,INR,Udemy,Education,Kolkata,netbanking,mobile,success
T00000383,A000760,2026-08-14T05:14:05.369402+00:00,1841.36,INR,Jio,Utilities,Ahmedabad,upi,branch,success
T00000384,A001244,2026-06-20T21:11:46.369411+00:00,765.71,INR,IndiGo,Travel,Ahmedabad,netbanking,branch,success
T00000385,A001113,2026-08-01T14:20:00.369421+00:00,1257.36,INR,Netflix,Entertainment,Chennai,upi,online,success
T00000386,A000779,2026-07-29T01:52:00.369432+00:00,397.4,INR,Amazon,Shopping,Bangalore,card,online,success
T00000387,A000489,2026-06-22T02:55:00.369442+00:00,792.16,INR,Croma,Electronics,Ahmedabad,netbanking,mobile,success
T00000388,A000065,2026-06-14T21:08:37.369451+00:00,1316.16,INR,Jio,Utilities,Ahmedabad,card,mobile,success
T00000389,A000626,2026-08-21T07:10:55.369461+00:00,1186.26,INR,Coursera,Education,Kolkata,card,branch,success
T00000390,A000822,2026-06-16T23:49:33.369469+00:00,1754.04,INR,Udemy,Education,Ahmedabad,netbanking,branch,success
T00000391,A000807,2026-08-12T09:57:15.369478+00:00,730.35,INR,Apollo Pharmacy,Healthcare,Kolkata,upi,branch,success
T00000392,A000362,2026-08-01T19:02:06.369487+00:00,2603.02,INR,Ola,Travel,Bangalore,netbanking,online,success
T00000393,A000832,2026-08-02T16:28:21.369495+00:00,5236.68,INR,Netflix,Entertainment,Pune,netbanking,online,success
T00000394,A000967,2026-06-16T12:57:03.369505+00:00,2256.25,INR,McDonalds,Food,Mumbai,netbanking,branch,success
T00000395,A000420,2026-07-20T18:01:52.369514+00:00,1122.25,INR,Dominos,Food,Delhi,card,mobile,success
T00000396,A000033,2026-07-30T22:08:38.369527+00:00,919.28,INR,Apollo Pharmacy,Healthcare,Delhi,card,mobile,success
T00000397,A000185,2026-08-13T04:58:46.369535+00:00,2070.14,INR,Jio,Utilities,Bangalore,card,online,success
T00000398,A000796,2026-09-03T00:34:24.369544+00:00,1072.62,INR,IndiGo,Travel,Pune,upi,mobile,success
T00000399,A000493,2026-07-26T04:25:56.369560+00:00,258.03,INR,Zomato,Food,Mumbai,netbanking,branch,success
